guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,linePosition,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.3074219.7,9.3074219,9.3286,9.1,PO-E-2022-1049,9.1.9.3286,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,7,54417.00,54417.00,0.00,7404.3398,0.4082000,NULL,1,J
9.3074001.8,9.3074001,9.13558,9.1,PO-E-2022-1046,9.1.9.13558,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,8,4500.00,4500.00,0.00,4615.8000,3.0772000,NULL,1,J
9.3074219.1,9.3074219,9.3554,9.1,PO-E-2022-1049,9.1.9.3554,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,1,26808.00,26808.00,0.00,31706.7152,3.5482000,NULL,1,J
9.3074001.5,9.3074001,9.2753,9.1,PO-E-2022-1046,9.1.9.2753,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,5,1033845.00,1033845.00,0.00,205597.3090,0.5966000,NULL,1,J
9.3074001.6,9.3074001,9.3252,9.1,PO-E-2022-1046,9.1.9.3252,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,6,72000.00,72000.00,0.00,154488.0000,6.4370000,NULL,1,J
9.3074219.4,9.3074219,9.3681,9.1,PO-E-2022-1049,9.1.9.3681,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,4,4470.00,4470.00,0.00,10246.1340,6.8766000,NULL,1,J
9.3074219.10,9.3074219,9.6952,9.1,PO-E-2022-1049,9.1.9.6952,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,10,15042.00,15042.00,0.00,330623.1600,65.9400000,NULL,1,J
9.3074219.9,9.3074219,9.6815,9.1,PO-E-2022-1049,9.1.9.6815,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,9,9159.00,9159.00,0.00,153286.8558,50.2086000,NULL,1,J
9.3074219.3,9.3074219,9.2301,9.1,PO-E-2022-1049,9.1.9.2301,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,3,30462.00,30462.00,0.00,71419.1744,7.0336000,NULL,1,J
9.3074001.3,9.3074001,9.3340,9.1,PO-E-2022-1046,9.1.9.3340,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,3,4500.00,4500.00,0.00,13800.3000,9.2002000,NULL,1,J
9.3074001.2,9.3074001,9.3562,9.1,PO-E-2022-1046,9.1.9.3562,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,2,2001.00,2001.00,0.00,6094.6458,9.1374000,NULL,1,J
9.3467198.4,9.3467198,9.13097,9.1,PO-E-2023-0103,9.1.9.13097,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,4,45.00,0.00,45.00,5472.0466,364.8052000,NULL,0,J
9.3074219.6,9.3074219,9.3268,9.1,PO-E-2022-1049,9.1.9.3268,Closed,2022-12-23,2023-03-07,2023-03-07,2023-05-10,6,19599.00,19599.00,0.00,11282.4910,1.7270000,NULL,1,J
9.3467198.1,9.3467198,9.13094,9.1,PO-E-2023-0103,9.1.9.13094,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,1,60.00,0.00,60.00,3003.8496,150.1862000,NULL,0,J
9.3467198.10,9.3467198,9.13069,9.1,PO-E-2023-0103,9.1.9.13069,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,10,24.00,0.00,24.00,2730.3242,341.2866000,NULL,0,J
9.3467198.5,9.3467198,9.13098,9.1,PO-E-2023-0103,9.1.9.13098,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,5,60.00,0.00,60.00,8420.7264,421.0426000,NULL,0,J
9.3467198.6,9.3467198,9.11539,9.1,PO-E-2023-0103,9.1.9.11539,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,6,60.00,0.00,60.00,8208.5252,410.4294000,NULL,0,J
9.3467198.8,9.3467198,9.13289,9.1,PO-E-2023-0103,9.1.9.13289,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,8,15.00,0.00,15.00,2553.6364,510.7210000,NULL,0,J
9.3467198.3,9.3467198,9.13096,9.1,PO-E-2023-0103,9.1.9.13096,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,3,60.00,0.00,60.00,5681.8300,284.0758000,NULL,0,J
9.3488415.2,9.3488415,9.2344,NULL,PO-E-2023-0110,NULL,Fully Billed,2023-03-01,2023-03-07,2023-03-07,2023-03-08,2,15000.00,0.00,15000.00,6280.0000,1.2560000,NULL,1,J
9.2708091.6,9.2708091,9.13454,9.1,PO-E-2022-0925,9.1.9.13454,Fully Billed,2022-10-20,2023-03-07,2023-03-07,2023-03-07,6,2808.00,0.00,2808.00,323220.9240,345.3058000,NULL,0,J
9.3488415.1,9.3488415,9.3323,NULL,PO-E-2023-0110,NULL,Fully Billed,2023-03-01,2023-03-07,2023-03-07,2023-03-08,1,7200.00,0.00,7200.00,18237.1200,7.5988000,NULL,1,J
9.2708091.2,9.2708091,9.13454,9.1,PO-E-2022-0925,9.1.9.13454,Fully Billed,2022-10-20,2023-03-07,2023-03-07,2023-03-07,2,2808.00,0.00,2808.00,323220.9240,345.3058000,NULL,0,J
9.3467198.7,9.3467198,9.13285,9.1,PO-E-2023-0103,9.1.9.13285,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,7,9.00,0.00,9.00,1480.4472,493.4824000,NULL,0,J
9.3467198.11,9.3467198,9.11554,9.1,PO-E-2023-0103,9.1.9.11554,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,11,60.00,0.00,60.00,315.3188,15.7628000,NULL,0,J
9.3467198.13,9.3467198,9.13121,9.1,PO-E-2023-0103,9.1.9.13121,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,13,30.00,0.00,30.00,1971.2606,197.1292000,NULL,0,J
9.2708091.1,9.2708091,9.13454,9.1,PO-E-2022-0925,9.1.9.13454,Fully Billed,2022-10-20,2023-03-07,2023-03-07,2023-03-07,1,2808.00,0.00,2808.00,323220.9240,345.3058000,NULL,0,J
9.3467198.9,9.3467198,9.11827,9.1,PO-E-2023-0103,9.1.9.11827,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,9,15.00,0.00,15.00,2562.6796,512.5422000,NULL,0,J
9.3467198.2,9.3467198,9.13095,9.1,PO-E-2023-0103,9.1.9.13095,Fully Billed,2023-02-27,2023-03-07,2023-03-07,2023-03-07,2,60.00,0.00,60.00,4304.2492,215.2156000,NULL,0,J
9.3500049.3,9.3500049,9.14385,NULL,PO-E-2023-0114,NULL,Fully Billed,2023-03-02,2023-03-09,2023-03-09,2023-03-03,3,3.00,0.00,3.00,239.1738,239.1738000,NULL,0,J
9.3509777.1,9.3509777,9.13515,NULL,PO-E-2023-0119,NULL,Fully Billed,2023-03-03,2023-03-09,2023-03-09,2023-03-06,1,9.00,0.00,9.00,306.0244,102.0186000,NULL,0,J
9.3500049.1,9.3500049,9.13658,NULL,PO-E-2023-0114,NULL,Fully Billed,2023-03-02,2023-03-09,2023-03-09,2023-03-03,1,3.00,0.00,3.00,312.5870,312.5870000,NULL,0,J
9.3500049.2,9.3500049,9.14387,NULL,PO-E-2023-0114,NULL,Fully Billed,2023-03-02,2023-03-09,2023-03-09,2023-03-03,2,6.00,0.00,6.00,246.1132,123.0566000,NULL,0,J
9.3476736.2,9.3476736,9.3562,9.1,PO-E-2023-0108,9.1.9.3562,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,2,3900.00,0.00,3900.00,11878.6200,9.1374000,NULL,1,J
9.3476736.5,9.3476736,9.2753,9.1,PO-E-2023-0108,9.1.9.2753,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,5,13500.00,0.00,13500.00,2684.7000,0.5966000,NULL,1,J
9.3476736.11,9.3476736,9.3315,9.1,PO-E-2023-0108,9.1.9.3315,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,11,37800.00,0.00,37800.00,16221.2400,1.2874000,NULL,1,J
9.3476736.14,9.3476736,9.2960,9.1,PO-E-2023-0108,9.1.9.2960,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,14,7200.00,0.00,7200.00,5350.5600,2.2294000,NULL,1,J
9.3476736.16,9.3476736,9.4466,9.1,PO-E-2023-0108,9.1.9.4466,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,16,18000.00,0.00,18000.00,1318.8000,0.2198000,NULL,1,J
9.3476736.8,9.3476736,9.5359,9.1,PO-E-2023-0108,9.1.9.5359,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,8,9000.00,0.00,9000.00,35796.0000,11.9320000,NULL,1,J
9.3476736.3,9.3476736,9.3663,9.1,PO-E-2023-0108,9.1.9.3663,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,3,4110.00,0.00,4110.00,13550.6700,9.8910000,NULL,1,J
9.3476736.6,9.3476736,9.3664,9.1,PO-E-2023-0108,9.1.9.3664,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,6,6000.00,0.00,6000.00,816.4000,0.4082000,NULL,1,J
9.3476736.9,9.3476736,9.2495,9.1,PO-E-2023-0108,9.1.9.2495,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,9,7500.00,0.00,7500.00,14993.5000,5.9974000,NULL,1,J
9.3476736.13,9.3476736,9.2322,9.1,PO-E-2023-0108,9.1.9.2322,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,13,4200.00,0.00,4200.00,351.6800,0.2512000,NULL,1,J
9.3476736.10,9.3476736,9.6830,9.1,PO-E-2023-0108,9.1.9.6830,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,10,19500.00,0.00,19500.00,23879.7000,3.6738000,NULL,1,J
9.3476736.1,9.3476736,9.3676,9.1,PO-E-2023-0108,9.1.9.3676,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,1,3000.00,0.00,3000.00,6028.8000,6.0288000,NULL,1,J
9.3476736.7,9.3476736,9.1970,9.1,PO-E-2023-0108,9.1.9.1970,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,7,1200.00,0.00,1200.00,5714.8000,14.2870000,NULL,1,J
9.3476736.4,9.3476736,9.3151,9.1,PO-E-2023-0108,9.1.9.3151,Fully Billed,2023-02-28,2023-03-09,2023-03-09,2023-03-09,4,68100.00,0.00,68100.00,70565.2200,3.1086000,NULL,1,J
9.2065268.303,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,303,144.00,0.00,144.00,91336.3200,1902.8400000,NULL,0,J
9.3436459.7,9.3436459,9.12621,9.1,PO-E-2023-0098,9.1.9.12621,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,7,30.00,0.00,30.00,2914.5480,291.4548000,NULL,0,J
9.2065268.306,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,306,720.00,0.00,720.00,456681.6000,1902.8400000,NULL,0,J
9.3436459.4,9.3436459,9.14044,9.1,PO-E-2023-0098,9.1.9.14044,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,4,75.00,0.00,75.00,40035.0000,1601.4000000,NULL,0,J
9.2065268.296,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-03,2023-03-03,296,144.00,0.00,144.00,74757.1200,1557.4400000,NULL,0,J
9.3436459.3,9.3436459,9.14045,9.1,PO-E-2023-0098,9.1.9.14045,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,3,30.00,0.00,30.00,16014.0000,1601.4000000,NULL,0,J
9.2065268.313,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,313,216.00,0.00,216.00,148760.6400,2066.1200000,NULL,0,J
9.3436459.6,9.3436459,9.8941,9.1,PO-E-2023-0098,9.1.9.8941,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,6,15.00,0.00,15.00,2112.4350,422.4870000,NULL,0,J
9.2065268.299,9.2065268,9.5969,9.1,PO-E-2022-0738,9.1.9.5969,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,299,720.00,0.00,720.00,317265.6000,1321.9400000,NULL,0,J
9.3436459.5,9.3436459,9.9377,9.1,PO-E-2023-0098,9.1.9.9377,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,5,60.00,0.00,60.00,33736.1600,1686.8080000,NULL,0,J
9.2065268.331,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-10,2023-03-10,331,216.00,0.00,216.00,112135.6800,1557.4400000,NULL,0,J
9.3436459.2,9.3436459,9.14051,9.1,PO-E-2023-0098,9.1.9.14051,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,2,30.00,0.00,30.00,19088.6880,1908.8688000,NULL,0,J
9.2065268.308,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,308,144.00,0.00,144.00,99173.7600,2066.1200000,NULL,0,J
9.3436459.1,9.3436459,9.14048,9.1,PO-E-2023-0098,9.1.9.14048,Fully Billed,2023-02-22,2023-03-10,2023-03-10,2023-03-10,1,75.00,0.00,75.00,42383.7200,1695.3488000,NULL,0,J
9.2065268.290,9.2065268,9.5917,9.1,PO-E-2022-0738,9.1.9.5917,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,290,360.00,0.00,360.00,220051.2000,1833.7600000,NULL,0,J
9.2065268.311,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,311,720.00,0.00,720.00,495868.8000,2066.1200000,NULL,0,J
9.2065268.305,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,305,720.00,0.00,720.00,456681.6000,1902.8400000,NULL,0,J
9.2065268.314,9.2065268,9.7335,9.1,PO-E-2022-0738,9.1.9.7335,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,314,720.00,0.00,720.00,569721.6000,2373.8400000,NULL,0,J
9.2065268.312,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,312,720.00,0.00,720.00,495868.8000,2066.1200000,NULL,0,J
9.2065268.309,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,309,720.00,0.00,720.00,495868.8000,2066.1200000,NULL,0,J
9.2065268.297,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-03,2023-03-03,297,720.00,0.00,720.00,373785.6000,1557.4400000,NULL,0,J
9.2065268.300,9.2065268,9.6184,9.1,PO-E-2022-0738,9.1.9.6184,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,300,360.00,0.00,360.00,245673.6000,2047.2800000,NULL,0,J
9.2065268.291,9.2065268,9.5917,9.1,PO-E-2022-0738,9.1.9.5917,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,291,720.00,0.00,720.00,440102.4000,1833.7600000,NULL,0,J
9.2065268.294,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-03,2023-03-03,294,720.00,0.00,720.00,373785.6000,1557.4400000,NULL,0,J
9.2065268.304,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,304,720.00,0.00,720.00,456681.6000,1902.8400000,NULL,0,J
9.2065268.298,9.2065268,9.5969,9.1,PO-E-2022-0738,9.1.9.5969,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,298,360.00,0.00,360.00,158632.8000,1321.9400000,NULL,0,J
9.2065268.310,9.2065268,9.6776,9.1,PO-E-2022-0738,9.1.9.6776,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,310,720.00,0.00,720.00,495868.8000,2066.1200000,NULL,0,J
9.2065268.307,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,307,216.00,0.00,216.00,137004.4800,1902.8400000,NULL,0,J
9.2065268.301,9.2065268,9.6184,9.1,PO-E-2022-0738,9.1.9.6184,Fully Billed,2022-06-30,2023-03-10,2023-03-10,2023-03-10,301,720.00,0.00,720.00,491347.2000,2047.2800000,NULL,0,J
9.2065268.295,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-03,2023-03-03,295,720.00,0.00,720.00,373785.6000,1557.4400000,NULL,0,J
9.2065268.315,9.2065268,9.7335,9.1,PO-E-2022-0738,9.1.9.7335,Fully Billed,2022-06-30,2023-03-10,2023-03-06,2023-03-06,315,360.00,0.00,360.00,284860.8000,2373.8400000,NULL,0,J
9.2065268.302,9.2065268,9.6191,9.1,PO-E-2022-0738,9.1.9.6191,Fully Billed,2022-06-30,2023-03-10,2023-03-02,2023-03-02,302,720.00,0.00,720.00,456681.6000,1902.8400000,NULL,0,J
9.2065268.293,9.2065268,9.5943,9.1,PO-E-2022-0738,9.1.9.5943,Fully Billed,2022-06-30,2023-03-10,2023-03-03,2023-03-03,293,720.00,0.00,720.00,373785.6000,1557.4400000,NULL,0,J
9.3483374.1,9.3483374,9.13828,9.1,PO-E-2023-0109,9.1.9.13828,Fully Billed,2023-02-28,2023-03-10,2023-03-10,2023-03-10,1,15.00,0.00,15.00,8487.4200,1697.4840000,NULL,1,J
9.1619609.227,9.1619609,9.11521,9.1,PO-E-2022-0612,9.1.9.11521,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,227,21.00,0.00,21.00,0.0000,0.0000000,NULL,0,J
9.1619609.226,9.1619609,9.11236,9.1,PO-E-2022-0612,9.1.9.11236,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,226,78.00,0.00,78.00,0.0000,0.0000000,NULL,0,J
9.1619609.228,9.1619609,9.12509,9.1,PO-E-2022-0612,9.1.9.12509,Fully Billed,2022-04-08,2023-03-14,2023-03-14,2023-03-14,228,192.00,0.00,192.00,148509.4400,2320.4600000,NULL,0,J
9.1619609.167,9.1619609,9.12511,9.1,PO-E-2022-0612,9.1.9.12511,Fully Billed,2022-04-08,2023-03-14,2023-02-22,2023-02-22,167,192.00,0.00,192.00,175237.1200,2738.0800000,NULL,0,J
9.1619609.168,9.1619609,9.12512,9.1,PO-E-2022-0612,9.1.9.12512,Fully Billed,2022-04-08,2023-03-14,2023-02-15,2023-02-15,168,960.00,0.00,960.00,1038963.2000,3246.7600000,NULL,0,J
9.1619609.234,9.1619609,9.11231,9.1,PO-E-2022-0612,9.1.9.11231,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,234,6.00,0.00,6.00,0.0000,0.0000000,NULL,0,J
9.1619609.137,9.1619609,9.12511,9.1,PO-E-2022-0612,9.1.9.12511,Fully Billed,2022-04-08,2023-03-14,2023-01-30,2023-01-30,137,1728.00,0.00,1728.00,1577134.0800,2738.0800000,NULL,0,J
9.1619609.225,9.1619609,9.11223,9.1,PO-E-2022-0612,9.1.9.11223,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,225,96.00,0.00,96.00,0.0000,0.0000000,NULL,0,J
9.1619609.214,9.1619609,9.12509,9.1,PO-E-2022-0612,9.1.9.12509,Fully Billed,2022-04-08,2023-03-14,2023-02-23,2023-02-23,214,1728.00,0.00,1728.00,1336584.9600,2320.4600000,NULL,0,J
9.1619609.163,9.1619609,9.12504,9.1,PO-E-2022-0612,9.1.9.12504,Fully Billed,2022-04-08,2023-03-14,2023-02-15,2023-02-15,163,192.00,0.00,192.00,142279.6800,2223.1200000,NULL,0,J
9.1619609.229,9.1619609,9.12510,9.1,PO-E-2022-0612,9.1.9.12510,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,229,192.00,0.00,192.00,156949.7600,2452.3400000,NULL,0,J
9.1619609.165,9.1619609,9.12510,9.1,PO-E-2022-0612,9.1.9.12510,Fully Billed,2022-04-08,2023-03-14,2023-02-15,2023-02-15,165,1728.00,0.00,1728.00,1412547.8400,2452.3400000,NULL,0,J
9.1619609.162,9.1619609,9.12504,9.1,PO-E-2022-0612,9.1.9.12504,Fully Billed,2022-04-08,2023-03-14,2023-02-09,2023-02-09,162,1728.00,0.00,1728.00,1280517.1200,2223.1200000,NULL,0,J
9.1619609.169,9.1619609,9.12513,9.1,PO-E-2022-0612,9.1.9.12513,Fully Billed,2022-04-08,2023-03-14,2023-02-10,2023-02-10,169,960.00,0.00,960.00,1167577.6000,3648.6800000,NULL,0,J
9.1619609.233,9.1619609,9.11228,9.1,PO-E-2022-0612,9.1.9.11228,Fully Billed,2022-04-08,2023-03-14,2023-03-06,2023-03-06,233,30.00,0.00,30.00,0.0000,0.0000000,NULL,0,J
9.3498263.3,9.3498263,9.14385,NULL,PO-E-2023-0112,NULL,Closed,2023-03-02,2023-03-16,2023-03-16,2023-05-10,3,6.00,6.00,0.00,478.4104,239.2052000,NULL,0,J
9.3502800.2,9.3502800,9.11560,NULL,PO-E-2023-0115,NULL,Fully Billed,2023-03-02,2023-03-16,2023-03-16,2023-03-06,2,3.00,0.00,3.00,375.7010,375.7010000,NULL,0,J
9.2437538.137,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,137,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.3502800.1,9.3502800,9.11561,NULL,PO-E-2023-0115,NULL,Fully Billed,2023-03-02,2023-03-16,2023-03-16,2023-03-06,1,6.00,0.00,6.00,997.6408,527.5200000,NULL,0,J
9.2437538.160,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-16,2023-03-16,160,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.3498263.2,9.3498263,9.14387,NULL,PO-E-2023-0112,NULL,Closed,2023-03-02,2023-03-16,2023-03-16,2023-05-10,2,3.00,3.00,0.00,123.0566,123.0566000,NULL,0,J
9.2437538.43,9.2437538,9.13754,9.1,PO-E-2022-0850,9.1.9.13754,Fully Billed,2022-09-06,2023-03-16,2023-03-14,2023-03-14,43,2808.00,0.00,2808.00,302427.2160,323.1060000,NULL,0,J
9.3546130.2,9.3546130,9.5504,9.260,PO-E-2023-0162,9.260.9.5504,Fully Billed,2023-03-08,2023-03-16,2023-03-16,2023-03-16,2,60000.00,0.00,60000.00,50868.0000,2.5434000,NULL,1,J
9.2437538.138,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,138,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.3546130.3,9.3546130,9.3659,9.260,PO-E-2023-0162,9.260.9.3659,Fully Billed,2023-03-08,2023-03-16,2023-03-16,2023-03-16,3,180000.00,0.00,180000.00,26376.0000,0.4396000,NULL,1,J
9.2437538.133,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-16,2023-03-16,133,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.3546130.1,9.3546130,9.4520,9.260,PO-E-2023-0162,9.260.9.4520,Fully Billed,2023-03-08,2023-03-16,2023-03-16,2023-03-16,1,60000.00,0.00,60000.00,18212.0000,0.9106000,NULL,1,J
9.2437538.44,9.2437538,9.13754,9.1,PO-E-2022-0850,9.1.9.13754,Fully Billed,2022-09-06,2023-03-16,2023-03-14,2023-03-14,44,2808.00,0.00,2808.00,302427.2160,323.1060000,NULL,0,J
9.3502800.3,9.3502800,9.11557,NULL,PO-E-2023-0115,NULL,Fully Billed,2023-03-02,2023-03-16,2023-03-16,2023-03-06,3,3.00,0.00,3.00,171.2242,181.0524000,NULL,0,J
9.2437538.42,9.2437538,9.13754,9.1,PO-E-2022-0850,9.1.9.13754,Fully Billed,2022-09-06,2023-03-16,2023-03-14,2023-03-14,42,2808.00,0.00,2808.00,302427.2160,323.1060000,NULL,0,J
9.3556404.1,9.3556404,9.14616,9.1,PO-E-2023-0163,9.1.9.14616,Fully Billed,2023-03-09,2023-03-16,2023-03-16,2023-03-15,1,3.00,0.00,3.00,185.4798,185.4798000,NULL,0,J
9.2437538.46,9.2437538,9.13754,9.1,PO-E-2022-0850,9.1.9.13754,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,46,2808.00,0.00,2808.00,302427.2160,323.1060000,NULL,0,J
9.2437538.141,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,141,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.2437538.161,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-16,2023-03-16,161,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.2437538.132,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,132,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.2437538.54,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,54,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.2437538.139,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,139,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.2437538.159,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-16,2023-03-16,159,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.2437538.162,9.2437538,9.13735,9.1,PO-E-2022-0850,9.1.9.13735,Fully Billed,2022-09-06,2023-03-16,2023-03-16,2023-03-16,162,1860.00,0.00,1860.00,264716.1300,426.9458000,NULL,0,J
9.2437538.45,9.2437538,9.13754,9.1,PO-E-2022-0850,9.1.9.13754,Fully Billed,2022-09-06,2023-03-16,2023-03-14,2023-03-14,45,2808.00,0.00,2808.00,302427.2160,323.1060000,NULL,0,J
9.2437538.140,9.2437538,9.13830,9.1,PO-E-2022-0850,9.1.9.13830,Fully Billed,2022-09-06,2023-03-16,2023-03-15,2023-03-15,140,2046.00,0.00,2046.00,267577.9260,392.3430000,NULL,0,J
9.3607016.1,9.3607016,9.11556,NULL,PO-E-2023-0168,NULL,Fully Billed,2023-03-16,2023-03-16,2023-03-23,2023-03-17,1,12.00,0.00,12.00,83.1472,20.7868000,NULL,0,J
