guid,locationGuid,itemGuid,quantityAvailable,quantityBackOrdered,quantityCommitted,quantityInTransit,quantityOnHand,quantityOnOrder,averageCost,SubsidiaryID
9.13.9.2315,9.13,9.2315,168,0,38,0,206,0,10.2678,J
9.282.9.2484,9.282,9.2484,8,0,0,0,8,0,0.0314,J
9.278.9.2484,9.278,9.2484,7015,0,0,0,7015,0,0.8842554,J
9.299.9.2333,9.299,9.2333,1740,0,100,0,1840,0,0.3796888,J
9.244.9.2333,9.244,9.2333,7933,0,2240,0,10173,1100,0.3768,J
9.7.9.4556,9.7,9.4556,10,0,0,0,10,0,1.6956,J
9.290.9.4556,9.29,9.4556,60,0,0,0,60,0,0.64841,J
9.266.9.14533,9.266,9.14533,6,0,0,0,6,0,118.5036,J
9.265.9.14533,9.265,9.14533,3,0,0,0,3,0,144.5656,J
9.300.9.16696,9.3,9.16696,1,0,0,0,1,0,0,J
9.299.9.16944,9.299,9.16944,47,0,0,0,47,0,1843.528728,J
9.299.9.16941,9.299,9.16941,38,0,3,0,41,0,1109.463862,J
9.299.9.14575,9.299,9.14575,51,0,0,0,51,0,29.1392,J
9.244.9.16702,9.244,9.16702,46,0,3,20,49,0,59.66,J
9.244.9.7076,9.244,9.7076,24,0,6,0,30,2,191.1318,J
9.299.9.4507,9.299,9.4507,32,0,0,0,32,0,2199.0362,J
9.299.9.15229,9.299,9.15229,160,0,7,0,167,0,2544.720119,J
9.13.9.12675,9.13,9.12675,2,0,0,0,2,0,62.2976,J
9.240.9.5747,9.24,9.5747,0,0,0,0,0,2,2449.2,J
9.299.9.14958,9.299,9.14958,12,0,0,0,12,0,163.9708,J
9.299.9.16315,9.299,9.16315,11,0,0,0,11,0,188.557,J
9.278.9.2080,9.278,9.208,5,0,0,0,5,0,570.2554,J
9.13.9.2080,9.13,9.208,5,0,0,0,5,0,559.1712,J
9.244.9.13728,9.244,9.13728,0,20,0,0,0,30,37.3974,J
9.299.9.17145,9.299,9.17145,60,0,47,0,107,0,0,J
9.282.9.11232,9.282,9.11232,11,0,0,0,11,0,0.0285426,J
9.299.9.14374,9.299,9.14374,92,0,0,0,92,0,4838.74,J
9.250.9.11220,9.25,9.1122,1,0,0,0,1,0,98.91,J
9.13.9.12822,9.13,9.12822,1760,0,1731,0,3491,0,106.76,J
9.290.9.7331,9.29,9.7331,2,0,0,0,2,0,5874.94,J
9.278.9.12513,9.278,9.12513,32,0,1,0,33,48,3943.84,J
9.244.9.12509,9.244,9.12509,4,0,0,0,4,0,2508.86,J
9.278.9.11229,9.278,9.11229,4,0,0,0,4,0,47.885,J
9.261.9.15064,9.261,9.15064,0,11,0,0,0,20,147.58,J
9.278.9.14365,9.278,9.14365,10,0,0,0,10,0,1620.3656,J
9.281.9.14676,9.281,9.14676,1,0,0,0,1,0,3.14,J
9.299.9.14367,9.299,9.14367,0,0,0,0,0,140,414.48,J
9.261.9.14710,9.261,9.1471,175,0,0,0,175,0,262.6296,J
9.290.9.13668,9.29,9.13668,1,0,0,0,1,0,11026.2042,J
9.266.9.13578,9.266,9.13578,9,0,0,0,9,0,416.9292,J
9.300.9.13723,9.3,9.13723,24,0,0,0,24,0,0,J
9.299.9.14518,9.299,9.14518,0,3,0,0,0,20,254.968,J
9.13.9.13396,9.13,9.13396,6,0,0,0,6,0,4286.1,J
9.1.9.12962,9.1,9.12962,0,0,0,0,0,150,10773.654,J
9.244.9.13043,9.244,9.13043,9,0,2,0,11,0,309.0388,J
9.278.9.12186,9.278,9.12186,0,0,3,0,3,0,4967.8568,J
9.299.9.8793,9.299,9.8793,2969,0,0,0,2969,0,48.8889836,J
9.281.9.13042,9.281,9.13042,1,0,0,0,1,0,0,J
9.13.9.14678,9.13,9.14678,1142,0,0,0,1142,0,326.2828322,J
9.300.9.16317,9.3,9.16317,1,0,0,0,1,0,0,J
9.13.9.12532,9.13,9.12532,0,1,0,0,0,1,1353.3086,J
9.299.9.5471,9.299,9.5471,941,0,18,0,959,0,29.3904,J
9.244.9.5505,9.244,9.5505,133,0,2,0,135,0,25.0886,J
9.13.9.12731,9.13,9.12731,303,0,198,0,501,0,157,J
9.13.9.5492,9.13,9.5492,18,0,8,0,26,0,48.67,J
9.254.9.4466,9.254,9.4466,0,1,0,0,0,0,0,J
9.282.9.2263,9.282,9.2263,1,0,0,0,1,0,29.1392,J
9.283.9.15102,9.283,9.15102,4,0,0,0,4,0,19.02055,J
9.299.9.15128,9.299,9.15128,2,0,0,0,2,2,1885.6956,J
9.299.9.12691,9.299,9.12691,6,0,0,0,6,0,1354.491344,J
9.299.9.12384,9.299,9.12384,10,0,0,0,10,0,379.74532,J
9.299.9.15130,9.299,9.1513,2,0,0,0,2,1,2587.517,J
9.299.9.12388,9.299,9.12388,4,0,0,0,4,3,1010.1694,J
9.299.9.12410,9.299,9.1241,5,0,0,0,5,0,492.509,J
9.299.9.12407,9.299,9.12407,9,0,0,0,9,0,492.3834,J
9.299.9.13547,9.299,9.13547,3,0,1,0,4,6,1552.3218,J
9.299.9.12411,9.299,9.12411,6,0,0,0,6,0,696.452,J
9.299.9.14922,9.299,9.14922,21,0,2,0,23,0,2814.802477,J
9.299.9.14517,9.299,9.14517,2,0,0,0,2,15,704.2863,J
9.299.9.14924,9.299,9.14924,0,0,1,0,1,0,2254.363,J
9.244.9.13017,9.244,9.13017,4,0,0,0,4,15,366.2496,J
9.13.9.8466,9.13,9.8466,16,0,0,0,16,0,812.934225,J
9.278.9.7040,9.278,9.704,25002,0,0,0,25002,0,3.5796,J
9.300.9.14788,9.3,9.14788,1,0,0,0,1,0,0,J
9.244.9.15109,9.244,9.15109,43,0,98,0,141,0,15.3314268,J
9.299.9.11103,9.299,9.11103,436,0,8,0,444,0,37.2680634,J
9.13.9.14920,9.13,9.1492,0,11,328,0,328,0,153.86,J
9.282.9.14087,9.282,9.14087,7,0,0,0,7,0,419.8673294,J
9.284.9.14089,9.284,9.14089,1,0,0,0,1,0,392.7826,J
9.282.9.10164,9.282,9.10164,20,0,0,0,20,0,10893.18124,J
9.281.9.11215,9.281,9.11215,8,0,0,0,8,0,0,J
9.300.9.11217,9.3,9.11217,2,0,2,0,4,0,0,J
9.254.9.11817,9.254,9.11817,3,0,0,0,3,0,0,J
9.299.9.14899,9.299,9.14899,2,0,0,0,2,0,0,J
9.13.9.6776,9.13,9.6776,3,0,1,0,4,4,1786.98185,J
9.13.9.12511,9.13,9.12511,0,1,3,0,3,86,2961.02,J
9.299.9.11299,9.299,9.11299,0,0,1,0,1,0,6402.3972,J
9.278.9.7286,9.278,9.7286,0,113,0,0,0,96,4916.7376,J
9.278.9.14709,9.278,9.14709,202,0,0,0,202,0,218.8660698,J
9.299.9.14376,9.299,9.14376,0,4,0,0,0,60,5196.7,J
9.282.9.13666,9.282,9.13666,16,0,0,0,16,0,6073.437078,J
9.282.9.13713,9.282,9.13713,13,0,1,0,14,0,452.16,J
9.13.9.14375,9.13,9.14375,4,0,13,0,17,0,5030.28,J
9.261.9.11461,9.261,9.11461,0,21,0,0,0,24,848.742,J
9.261.9.11521,9.261,9.11521,5,0,0,0,5,0,0,J
9.13.9.5943,9.13,9.5943,75,0,6,0,81,72,1661.06,J
9.299.9.15006,9.299,9.15006,130,0,384,0,514,0,180.106318,J
9.261.9.14384,9.261,9.14384,195,0,19,0,214,0,301.44,J
9.281.9.14384,9.281,9.14384,1,0,0,0,1,0,0,J
9.299.9.14384,9.299,9.14384,9,0,8,0,17,96,301.44,J
9.244.9.14384,9.244,9.14384,94,0,13,0,107,0,301.44,J
9.13.9.14384,9.13,9.14384,0,0,0,0,0,48,300.2154,J
9.282.9.14384,9.282,9.14384,10,0,0,0,10,0,301.44,J
9.282.9.13735,9.282,9.13735,4,0,0,0,4,0,177.79465,J
9.284.9.14794,9.284,9.14794,2,0,0,0,2,0,244.5746,J
9.284.9.14697,9.284,9.14697,1,0,0,0,1,0,321.5046,J
9.278.9.14384,9.278,9.14384,3,0,0,0,3,0,301.44,J
9.278.9.12602,9.278,9.12602,38,0,83,0,121,0,314,J
9.278.9.11460,9.278,9.1146,1,0,0,0,1,0,1037.2048,J
9.261.9.11460,9.261,9.1146,0,22,0,0,0,50,1036.2,J
9.299.9.13675,9.299,9.13675,1582,0,458,0,2040,0,164.5817498,J
9.299.9.14695,9.299,9.14695,117,0,4,0,121,0,236.2536,J
9.299.9.11460,9.299,9.1146,0,0,90,0,90,0,518.1,J
9.278.9.12510,9.278,9.1251,72,0,4,0,76,32,2647.02,J
9.261.9.12510,9.261,9.1251,1,0,1,0,2,0,2647.02,J
9.299.9.12510,9.299,9.1251,55,0,7,0,62,24,2404.754807,J
9.244.9.12510,9.244,9.1251,11,0,0,0,11,0,2651.587287,J
9.13.9.12510,9.13,9.1251,51,0,8,0,59,16,2647.02,J
9.299.9.12528,9.299,9.12528,13,0,0,0,13,0,2637.300507,J
9.282.9.11997,9.282,9.11997,10,0,1,0,11,0,6973.312,J
9.254.9.11231,9.254,9.11231,2,0,0,0,2,0,0,J
9.244.9.11231,9.244,9.11231,1,0,0,0,1,0,130.2786,J
9.13.9.11231,9.13,9.11231,14,0,0,0,14,0,3.14,J
9.282.9.11231,9.282,9.11231,11,0,0,0,11,0,0.0285426,J
9.244.9.11225,9.244,9.11225,1,0,0,0,1,0,260.62,J
9.13.9.11225,9.13,9.11225,3,0,0,0,3,0,3.14,J
9.261.9.14725,9.261,9.14725,203,0,38,0,241,0,10949.18,J
9.281.9.14725,9.281,9.14725,1,0,0,0,1,0,3.14,J
9.278.9.7732,9.278,9.7732,1,0,0,0,1,0,142.9328,J
9.265.9.12483,9.265,9.12483,3,0,0,0,3,0,6.2486,J
9.13.9.3151,9.13,9.3151,3079,0,428,0,3507,5000,3.3284,J
9.13.9.3953,9.13,9.3953,263,0,1,0,264,0,5.966,J
9.282.9.3286,9.282,9.3286,4630,0,12150,0,16780,0,0.3982462,J
9.266.9.11419,9.266,9.11419,3,0,0,0,3,0,35.5762,J
9.265.9.11419,9.265,9.11419,4,0,0,0,4,0,35.5762,J
9.261.9.11419,9.261,9.11419,482,0,2996,0,3478,490,35.5766396,J
9.252.9.11419,9.252,9.11419,10,0,0,0,10,0,38.0254,J
9.250.9.11419,9.25,9.11419,9,0,0,0,9,0,41.4375438,J
9.244.9.2277,9.244,9.2277,0,0,0,0,0,50,95.0792,J
9.261.9.2277,9.261,9.2277,105,0,0,0,105,20,95.0792,J
9.299.9.2277,9.299,9.2277,496,0,0,0,496,0,97.3205006,J
9.278.9.2303,9.278,9.2303,339,0,0,0,339,0,7.4418,J
9.261.9.2303,9.261,9.2303,14,0,1,0,15,0,7.4418,J
9.244.9.2303,9.244,9.2303,0,0,200,0,200,0,7.4418,J
9.261.9.15097,9.261,9.15097,78,0,86,0,164,0,24.649,J
9.244.9.15097,9.244,9.15097,114,0,150,0,264,0,24.649,J
9.300.9.15097,9.3,9.15097,1,0,0,0,1,0,0,J
9.281.9.3332,9.281,9.3332,8,0,0,0,8,0,0,J
9.300.9.3332,9.3,9.3332,32,0,0,0,32,0,0,J
9.300.9.16945,9.3,9.16945,1,0,0,0,1,0,0,J
9.299.9.17000,9.299,9.17,0,6,0,0,0,20,46.472,J
9.244.9.5444,9.244,9.5444,0,0,0,0,0,360,133.1988,J
9.13.9.5444,9.13,9.5444,143,0,0,0,143,0,133.4952474,J
9.278.9.5444,9.278,9.5444,81,0,4,0,85,0,135.8678,J
9.261.9.5444,9.261,9.5444,0,0,1,0,1,135,135.8678,J
9.281.9.5444,9.281,9.5444,3,0,0,0,3,0,3.14,J
9.282.9.1869,9.282,9.1869,5,0,0,0,5,0,3534.384,J
9.278.9.1869,9.278,9.1869,57,0,9,0,66,0,3540.858115,J
9.261.9.1869,9.261,9.1869,1,0,0,0,1,0,3534.384,J
9.299.9.1869,9.299,9.1869,12,0,0,0,12,0,3534.384,J
9.244.9.1869,9.244,9.1869,3,0,0,0,3,0,3534.384,J
9.244.9.1530,9.244,9.153,1,0,0,0,1,0,4612.2832,J
9.244.9.1652,9.244,9.1652,2,0,0,0,2,0,3475.4148,J
9.13.9.1515,9.13,9.1515,3,0,0,0,3,0,2982.686,J
9.299.9.11475,9.299,9.11475,7,0,0,0,7,0,9086.532,J
9.261.9.1535,9.261,9.1535,2,0,0,0,2,0,4736.9726,J
9.13.9.10862,9.13,9.10862,0,1,0,0,0,14,4459.428,J
9.299.9.14900,9.299,9.149,3,0,0,0,3,0,87.606,J
9.299.9.4535,9.299,9.4535,0,2,0,0,0,3,0,J
9.299.9.14760,9.299,9.1476,0,0,0,0,0,2,1738.0842,J
9.299.9.14719,9.299,9.14719,12,0,0,0,12,0,34.2888,J
9.299.9.16280,9.299,9.1628,3,0,2,0,5,0,10004.04,J
9.299.9.8922,9.299,9.8922,8,0,0,0,8,0,41.448,J
9.299.9.16699,9.299,9.16699,14,0,0,0,14,0,91.1654098,J
9.261.9.7325,9.261,9.7325,3,0,4,0,7,0,4638.47529,J
9.13.9.6625,9.13,9.6625,2,0,1,0,3,14,6384.876,J
9.282.9.6218,9.282,9.6218,4,0,0,0,4,0,6417.2808,J
9.299.9.11471,9.299,9.11471,3,0,0,0,3,0,11246.29726,J
9.299.9.7675,9.299,9.7675,22,0,1,0,23,14,4273.545464,J
9.278.9.1519,9.278,9.1519,10,0,0,0,10,0,4834.9406,J
9.278.9.6175,9.278,9.6175,62,0,0,0,62,0,880.7938012,J
9.300.9.14652,9.3,9.14652,1,0,0,0,1,0,0,J
9.13.9.12617,9.13,9.12617,21,0,3,0,24,0,317.5168,J
9.299.9.12549,9.299,9.12549,46,0,0,0,46,0,14111.11086,J
9.299.9.9556,9.299,9.9556,149,0,3,0,152,0,89.0506198,J
9.244.9.6453,9.244,9.6453,3,0,0,0,3,0,2988.2124,J
9.13.9.5466,9.13,9.5466,83,0,4,0,87,0,345.086,J
9.244.9.14680,9.244,9.1468,2239,0,58,0,2297,0,379.94,J
9.244.9.5476,9.244,9.5476,193,0,2,0,195,0,25.0499466,J
9.244.9.5524,9.244,9.5524,3,0,36,0,39,640,66.9134,J
9.266.9.14679,9.266,9.14679,3,0,0,0,3,0,361.1,J
9.281.9.12973,9.281,9.12973,1,0,0,0,1,0,3.14,J
9.13.9.4498,9.13,9.4498,8,0,4,0,12,0,4.396,J
9.299.9.12391,9.299,9.12391,29,0,0,0,29,0,222.2210342,J
9.254.9.12386,9.254,9.12386,1,0,0,0,1,0,0,J
9.299.9.12389,9.299,9.12389,3,0,0,0,3,4,1372.692856,J
9.299.9.4847,9.299,9.4847,125,0,136,0,261,1440,150.72,J
9.13.9.5917,9.13,9.5917,3,0,2,0,5,24,1916.7816,J
9.250.9.5918,9.25,9.5918,20,0,0,0,20,0,135.177,J
9.278.9.5969,9.278,9.5969,27,0,7,0,34,24,1409.86,J
9.13.9.14373,9.13,9.14373,3,0,8,0,11,0,4662.9,J
9.282.9.7335,9.282,9.7335,0,102,13,0,13,240,2508.86,J
9.282.9.13722,9.282,9.13722,28,0,0,0,28,0,0.0314,J
9.282.9.7134,9.282,9.7134,36,0,0,0,36,0,0.0314,J
9.254.9.5737,9.254,9.5737,1,0,0,0,1,0,0,J
9.299.9.13374,9.299,9.13374,0,0,0,0,0,20,145.39456,J
9.261.9.13824,9.261,9.13824,51,0,5,0,56,0,7693,J
9.299.9.13785,9.299,9.13785,1,0,2,0,3,0,5458.492256,J
9.244.9.12985,9.244,9.12985,1,0,0,0,1,0,1927.018,J
9.1.9.14644,9.1,9.14644,0,0,0,0,0,88,16045.6826,J
9.299.9.13395,9.299,9.13395,0,1,0,0,0,0,2330.4766,J
9.299.9.14925,9.299,9.14925,7,0,2,0,9,5,147.5939416,J
9.299.9.5442,9.299,9.5442,440,0,0,0,440,0,0,J
9.284.9.14202,9.284,9.14202,1,0,0,0,1,0,20.1588,J
9.299.9.14214,9.299,9.14214,0,0,852,0,852,0,210.2544,J
9.300.9.12546,9.3,9.12546,1,0,0,0,1,0,0,J
9.299.9.14434,9.299,9.14434,3,0,0,0,3,0,170.1252,J
9.254.9.8843,9.254,9.8843,1,0,0,0,1,0,0,J
9.278.9.8282,9.278,9.8282,10,0,0,0,10,0,3.14,J
9.282.9.11348,9.282,9.11348,35,0,1,0,36,0,14525.1533,J
9.299.9.13755,9.299,9.13755,1,0,0,0,1,0,599.74,J
9.261.9.10858,9.261,9.10858,1,0,0,0,1,0,7222,J
9.254.9.5691,9.254,9.5691,1,0,0,0,1,0,0,J
9.13.9.14366,9.13,9.14366,0,3,1,4,1,58,1248.5582,J
9.13.9.13665,9.13,9.13665,7,0,0,0,7,0,6451.52922,J
9.278.9.11834,9.278,9.11834,64,0,0,0,64,0,3.14,J
9.282.9.11236,9.282,9.11236,420,0,0,0,420,0,0.0288566,J
9.299.9.11224,9.299,9.11224,7,0,1,0,8,0,0,J
9.13.9.11224,9.13,9.11224,1,0,0,0,1,0,3.14,J
9.282.9.11224,9.282,9.11224,1,0,0,0,1,0,0.0314,J
9.278.9.11224,9.278,9.11224,2,0,0,0,2,0,3.14,J
9.282.9.7109,9.282,9.7109,1,0,0,0,1,0,405.6252,J
9.244.9.12504,9.244,9.12504,9,0,0,0,9,0,2398.96,J
9.261.9.12504,9.261,9.12504,43,0,2,0,45,0,2402.158624,J
9.13.9.12504,9.13,9.12504,19,0,3,0,22,0,2247.657687,J
9.302.9.12504,9.302,9.12504,1,0,0,0,1,0,2442.92,J
9.278.9.12504,9.278,9.12504,3,0,0,0,3,16,2444.626056,J
9.299.9.13698,9.299,9.13698,4,0,0,0,4,0,167.10295,J
9.244.9.14674,9.244,9.14674,172,0,20,0,192,0,125.6,J
9.13.9.14674,9.13,9.14674,0,0,13,0,13,100,125.6,J
9.282.9.14674,9.282,9.14674,49,0,22,0,71,0,125.6,J
9.278.9.14674,9.278,9.14674,14,0,2,0,16,100,125.6,J
9.290.9.14674,9.29,9.14674,0,0,1,0,1,0,125.6,J
9.261.9.14674,9.261,9.14674,418,0,26,0,444,0,125.6,J
9.282.9.13797,9.282,9.13797,5,0,0,0,5,10,21072.18204,J
9.299.9.13797,9.299,9.13797,9,0,76,0,85,0,20477.23293,J
9.250.9.7297,9.25,9.7297,1,0,0,0,1,0,3814.629,J
9.244.9.7297,9.244,9.7297,43,0,1,0,44,0,2009.6,J
9.13.9.7297,9.13,9.7297,0,106,7,0,7,96,2011.5468,J
9.282.9.7297,9.282,9.7297,478,0,91,0,569,720,2009.6,J
9.13.9.14408,9.13,9.14408,4,0,0,0,4,0,1642.22,J
9.278.9.13828,9.278,9.13828,12,0,0,0,12,0,1693.3078,J
9.299.9.9581,9.299,9.9581,16,0,0,0,16,0,1875.602447,J
9.278.9.8469,9.278,9.8469,24,0,0,0,24,0,1105.959025,J
9.278.9.8472,9.278,9.8472,24,0,0,0,24,0,1105.959025,J
9.244.9.15108,9.244,9.15108,156,0,0,0,156,0,25.277,J
9.246.9.11419,9.246,9.11419,1,0,0,0,1,0,35.5762,J
9.299.9.11419,9.299,9.11419,9340,0,712,0,10052,10500,35.5671254,J
9.244.9.11419,9.244,9.11419,0,350,420,0,420,4200,35.5882262,J
9.13.9.11419,9.13,9.11419,94,0,0,0,94,0,39.4384,J
9.250.9.13452,9.25,9.13452,13,0,0,0,13,0,6.123,J
9.244.9.6952,9.244,9.6952,4,0,0,0,4,0,58.5924,J
9.282.9.11419,9.282,9.11419,22,0,537,0,559,4900,37.73809,J
9.299.9.8895,9.299,9.8895,15,0,0,0,15,0,980.3854638,J
9.282.9.14725,9.282,9.14725,0,12,7,0,7,12,9488.766,J
9.278.9.14725,9.278,9.14725,12,0,17,0,29,60,10949.18,J
9.299.9.5732,9.299,9.5732,0,2,0,0,0,0,0,J
9.254.9.5732,9.254,9.5732,1,0,0,0,1,0,0,J
9.261.9.5732,9.261,9.5732,5,0,0,0,5,0,2395.82,J
9.244.9.5732,9.244,9.5732,5,0,0,0,5,0,2395.82,J
9.245.9.5732,9.245,9.5732,3,0,0,0,3,0,2395.82,J
9.283.9.3558,9.283,9.3558,2,0,0,0,2,0,12.0576,J
9.244.9.3562,9.244,9.3562,0,0,0,0,0,5000,9.3258,J
9.13.9.5732,9.13,9.5732,4,0,0,0,4,0,2395.82,J
9.246.9.14725,9.246,9.14725,1,0,0,0,1,0,3284.754,J
9.300.9.14725,9.3,9.14725,1,0,0,0,1,0,0,J
9.299.9.14725,9.299,9.14725,0,0,12,0,12,96,10964.2049,J
9.13.9.3703,9.13,9.3703,32,0,0,0,32,0,37.7084484,J
9.13.9.2476,9.13,9.2476,60,0,15,0,75,0,135.334,J
9.17.9.14725,9.17,9.14725,1,0,0,0,1,0,10934.2022,J
9.244.9.14725,9.244,9.14725,86,0,25,0,111,0,10949.18,J
9.13.9.14725,9.13,9.14725,0,13,33,0,33,0,10902.91923,J
9.13.9.3671,9.13,9.3671,30,0,0,0,30,0,22.1296838,J
9.244.9.12349,9.244,9.12349,2,0,17,0,19,0,2054.602825,J
9.278.9.14835,9.278,9.14835,21,0,0,0,21,0,7.7752366,J
9.299.9.14835,9.299,9.14835,3,0,1,0,4,0,0,J
9.13.9.14835,9.13,9.14835,15,0,0,0,15,0,9.6293438,J
9.282.9.15104,9.282,9.15104,239,0,0,0,239,0,5.7148,J
9.261.9.14726,9.261,9.14726,154,0,27,0,181,0,11829.48682,J
9.299.9.14726,9.299,9.14726,2,0,0,0,2,30,11825.24,J
9.300.9.6815,9.3,9.6815,2,0,0,0,2,0,0,J
9.244.9.14726,9.244,9.14726,2,0,73,0,75,0,11825.24,J
9.13.9.14726,9.13,9.14726,0,16,13,0,13,0,11825.36318,J
9.282.9.14726,9.282,9.14726,1,0,2,0,3,20,11916.3,J
9.278.9.14726,9.278,9.14726,17,0,2,0,19,40,11825.24,J
9.281.9.11497,9.281,9.11497,1,0,0,0,1,0,0,J
9.290.9.5406,9.29,9.5406,0,0,4,0,4,0,329.7,J
9.282.9.2315,9.282,9.2315,1301,0,0,0,1301,0,10.35886,J
9.261.9.5406,9.261,9.5406,109,0,13,0,122,0,329.7,J
9.299.9.5406,9.299,9.5406,165,0,37,0,202,432,296.7394828,J
9.254.9.5406,9.254,9.5406,1,0,0,0,1,0,0,J
9.244.9.5406,9.244,9.5406,72,0,12,0,84,0,329.7,J
9.13.9.5406,9.13,9.5406,108,0,5,0,113,0,294.3913908,J
9.261.9.11237,9.261,9.11237,10,0,0,0,10,0,25.6224,J
9.299.9.11237,9.299,9.11237,5,0,10,0,15,0,0,J
9.244.9.11237,9.244,9.11237,10,0,0,0,10,0,25.6224,J
9.13.9.4556,9.13,9.4556,28,0,0,0,28,0,0.6594,J
9.261.9.11223,9.261,9.11223,15,0,0,0,15,0,6.6986562,J
9.299.9.11223,9.299,9.11223,119,0,3,0,122,0,0,J
9.254.9.11223,9.254,9.11223,8,0,0,0,8,0,0,J
9.244.9.11223,9.244,9.11223,21,0,0,0,21,0,14.3542902,J
9.299.9.1908,9.299,9.1908,9,0,2,0,11,0,3951.376,J
9.278.9.1908,9.278,9.1908,15,0,0,0,15,0,3960.2936,J
9.261.9.1908,9.261,9.1908,4,0,0,0,4,0,4030.4098,J
9.244.9.1908,9.244,9.1908,2,0,0,0,2,0,4030.4098,J
9.244.9.13638,9.244,9.13638,431,0,0,0,431,1600,0.5652,J
9.13.9.6759,9.13,9.6759,3,0,325,0,328,0,38.9871192,J
9.282.9.4846,9.282,9.4846,13031,0,0,0,13031,0,0.40192,J
9.300.9.14893,9.3,9.14893,5,0,0,0,5,0,0,J
9.254.9.4503,9.254,9.4503,0,0,1,0,1,0,0,J
9.282.9.15099,9.282,9.15099,111,0,0,0,111,250,51.1506,J
9.278.9.2266,9.278,9.2266,1461,0,0,0,1461,0,4.7723918,J
9.278.9.3970,9.278,9.397,14,0,200,0,214,0,2.355,J
9.300.9.15270,9.3,9.1527,2,0,0,0,2,0,0,J
9.261.9.3752,9.261,9.3752,0,0,0,0,0,50,0,J
9.299.9.3690,9.299,9.369,97,0,0,0,97,0,4.1762,J
9.299.9.5480,9.299,9.548,3600,0,0,0,3600,0,0,J
9.261.9.4467,9.261,9.4467,1933,0,1316,0,3249,3100,9.577,J
9.254.9.2340,9.254,9.234,0,1,0,0,0,0,0,J
9.261.9.3652,9.261,9.3652,44,0,0,0,44,0,3.454,J
9.282.9.3554,9.282,9.3554,402,0,5190,0,5592,0,4.1529012,J
9.244.9.8463,9.244,9.8463,13,0,6,0,19,0,870.6592,J
9.13.9.8463,9.13,9.8463,19,0,0,0,19,0,848.6676448,J
9.278.9.8463,9.278,9.8463,3,0,0,0,3,0,901.1486,J
9.299.9.5676,9.299,9.5676,2700,0,0,0,2700,0,0.2279954,J
9.299.9.15103,9.299,9.15103,145,0,16,0,161,0,23.696481,J
9.299.9.10903,9.299,9.10903,1,0,0,0,1,0,0.3454,J
9.278.9.7297,9.278,9.7297,188,0,191,0,379,780,2009.700731,J
9.267.9.7297,9.267,9.7297,0,0,1,0,1,0,0,J
9.299.9.7297,9.299,9.7297,0,36,15,0,15,168,2010.608976,J
9.278.9.6828,9.278,9.6828,0,0,3,0,3,0,560.176,J
9.244.9.11996,9.244,9.11996,3,0,0,0,3,0,3058.7368,J
9.278.9.2960,9.278,9.296,976,0,0,0,976,0,3.2342,J
9.282.9.2459,9.282,9.2459,144,0,0,0,144,0,6.9156302,J
9.282.9.3692,9.282,9.3692,0,100,400,0,400,0,7.3162,J
9.244.9.2952,9.244,9.2952,0,25,1,7,1,30,12.403,J
9.282.9.3352,9.282,9.3352,1,0,0,0,1,0,2.669,J
9.261.9.8463,9.261,9.8463,80,0,6,0,86,0,843.3587212,J
9.299.9.11228,9.299,9.11228,124,0,7,0,131,0,0,J
9.254.9.11228,9.254,9.11228,6,0,0,0,6,0,0,J
9.278.9.11228,9.278,9.11228,87,0,0,0,87,0,41.3581332,J
9.13.9.11265,9.13,9.11265,194,0,211,0,405,600,37.7742,J
9.300.9.3268,9.3,9.3268,15,0,0,0,15,0,0,J
9.300.9.16748,9.3,9.16748,1,0,0,0,1,0,0,J
9.282.9.14405,9.282,9.14405,39,0,0,0,39,0,15.9294712,J
9.244.9.11228,9.244,9.11228,8,0,1,0,9,0,73.2282854,J
9.13.9.11228,9.13,9.11228,113,0,0,0,113,0,74.369644,J
9.254.9.11832,9.254,9.11832,21,0,0,0,21,0,0,J
9.244.9.11832,9.244,9.11832,34,0,0,0,34,0,3.838179,J
9.13.9.11832,9.13,9.11832,8,0,0,0,8,0,3.14,J
9.282.9.11832,9.282,9.11832,7,0,0,0,7,0,0,J
9.278.9.11832,9.278,9.11832,21,0,0,0,21,0,3.14,J
9.300.9.14786,9.3,9.14786,5,0,0,0,5,0,0,J
9.300.9.14790,9.3,9.1479,1,0,0,0,1,0,0,J
9.300.9.12946,9.3,9.12946,1,0,0,0,1,0,0,J
9.299.9.14898,9.299,9.14898,5,0,0,0,5,0,0,J
9.300.9.12805,9.3,9.12805,6,0,0,0,6,0,0,J
9.278.9.6982,9.278,9.6982,410,0,3,0,413,0,84.0892,J
9.7.9.3051,9.7,9.3051,2,0,0,0,2,0,25.591,J
9.261.9.3323,9.261,9.3323,500,0,0,0,500,0,4.6786,J
9.299.9.12999,9.299,9.12999,3,0,0,0,3,0,1868.3,J
9.299.9.8770,9.299,9.877,5,0,0,0,5,0,312.7126,J
9.299.9.8983,9.299,9.8983,50,0,0,0,50,0,174.4584,J
9.299.9.8989,9.299,9.8989,8,0,0,0,8,0,56.1432,J
9.299.9.8940,9.299,9.894,21,0,0,0,21,0,236.9533804,J
9.299.9.11831,9.299,9.11831,0,0,1,0,1,0,0,J
9.299.9.13667,9.299,9.13667,0,2,2,0,2,78,4804.8751,J
9.244.9.13667,9.244,9.13667,68,0,14,0,82,0,5739.92,J
