guid,locationGuid,itemGuid,quantityAvailable,quantityBackOrdered,quantityCommitted,quantityInTransit,quantityOnHand,quantityOnOrder,averageCost,SubsidiaryID
9.284.9.6952,9.284,9.6952,1,0,0,0,1,0,58.5610000,G
9.261.9.6952,9.261,9.6952,0,39,31,0,31,72,58.5924000,G
9.246.9.6952,9.246,9.6952,3,0,0,0,3,0,58.5924000,G
9.300.9.6952,9.300,9.6952,4,0,0,0,4,0,0.0000000,G
9.299.9.6952,9.299,9.6952,368,0,52,0,420,0,37.0125302,G
9.299.9.3562,9.299,9.3562,450,0,0,0,450,0,9.3857426,G
9.254.9.3562,9.254,9.3562,0,1,0,0,0,0,0.0000000,G
9.300.9.15109,9.300,9.15109,2,0,0,0,2,0,0.0000000,G
9.299.9.15109,9.299,9.15109,219,0,22,0,241,0,16.2112548,G
9.13.9.7319,9.13,9.7319,45,0,16812,0,16857,5600,3.5168000,G
9.278.9.7319,9.278,9.7319,8,0,24,0,32,0,3.5168000,G
9.261.9.7319,9.261,9.7319,75909,0,21793,0,97702,28000,3.5239906,G
9.261.9.7732,9.261,9.7732,31,0,0,0,31,0,142.9328000,G
9.13.9.7732,9.13,9.7732,178,0,0,0,178,0,142.4618000,G
9.278.9.2454,9.278,9.2454,665,0,0,0,665,0,9.6242570,G
9.261.9.2454,9.261,9.2454,76,0,85,0,161,0,8.7863480,G
9.244.9.2454,9.244,9.2454,342,0,0,0,342,0,8.9490000,G
9.244.9.4155,9.244,9.4155,796,0,2193,0,2989,0,12.2454976,G
9.13.9.4155,9.13,9.4155,1019,0,0,0,1019,0,11.1524008,G
9.291.9.4155,9.291,9.4155,1935,0,0,0,1935,0,12.2460000,G
9.254.9.3676,9.254,9.3676,1,0,0,0,1,0,0.0000000,G
9.278.9.2956,9.278,9.2956,37,0,0,0,37,0,36.3926000,G
9.244.9.2956,9.244,9.2956,2,0,0,0,2,0,36.4240000,G
9.278.9.3338,9.278,9.3338,11,0,0,0,11,0,13.7532000,G
9.283.9.3338,9.283,9.3338,2,0,0,0,2,0,14.1928000,G
9.299.9.3338,9.299,9.3338,39,0,0,0,39,0,14.2314534,G
9.13.9.3338,9.13,9.3338,0,272,0,0,0,0,14.1928000,G
9.291.9.2488,9.291,9.2488,6000,0,0,0,6000,0,2.1666000,G
9.261.9.2651,9.261,9.2651,7,0,0,0,7,0,42.7488706,G
9.13.9.2651,9.13,9.2651,19,0,0,0,19,0,39.2500000,G
9.7.9.2651,9.7,9.2651,1,0,0,0,1,0,47.2570000,G
9.254.9.3310,9.254,9.3310,1,0,1,0,2,0,0.0000000,G
9.282.9.3310,9.282,9.3310,26,0,0,0,26,0,9.3040712,G
9.278.9.3310,9.278,9.3310,59,0,0,0,59,0,7.0022000,G
9.300.9.3310,9.300,9.3310,1,0,0,0,1,0,0.0000000,G
9.13.9.3310,9.13,9.3310,0,0,0,0,0,300,7.4418000,G
9.13.9.2143,9.13,9.2143,38,0,0,0,38,0,96.7434000,G
9.278.9.2143,9.278,9.2143,80,0,0,0,80,0,95.4340200,G
9.278.9.2476,9.278,9.2476,37,0,0,0,37,0,135.3340000,G
9.261.9.2476,9.261,9.2476,95,0,125,0,220,0,135.3340000,G
9.244.9.2476,9.244,9.2476,187,0,11,0,198,0,135.3340000,G
9.13.9.5454,9.13,9.5454,1935,0,1,0,1936,0,5.2922502,G
9.278.9.5454,9.278,9.5454,1428,0,0,0,1428,0,5.4132972,G
9.261.9.5454,9.261,9.5454,680,0,0,0,680,0,5.4950000,G
9.244.9.5667,9.244,9.5667,36,0,7,0,43,0,47.4768000,G
9.13.9.5667,9.13,9.5667,16,0,8,0,24,0,48.4188000,G
9.299.9.5667,9.299,9.5667,63,0,3,0,66,0,47.5281704,G
9.278.9.5667,9.278,9.5667,67,0,0,0,67,0,48.2753962,G
9.261.9.2471,9.261,9.2471,459,0,0,0,459,0,108.2672000,G
9.244.9.2471,9.244,9.2471,100,0,2,0,102,0,108.2672000,G
9.300.9.15101,9.300,9.15101,4,0,0,0,4,0,0.0000000,G
9.299.9.15101,9.299,9.15101,1147,0,220,0,1367,0,6.9053938,G
9.254.9.15101,9.254,9.15101,4,0,0,0,4,0,0.0000000,G
9.244.9.15101,9.244,9.15101,337,0,300,0,637,0,6.4370000,G
9.13.9.15101,9.13,9.15101,65,0,0,0,65,600,6.4370000,G
9.244.9.2277,9.244,9.2277,0,0,0,0,0,50,95.0792000,G
9.261.9.2277,9.261,9.2277,105,0,0,0,105,20,95.0792000,G
9.299.9.2277,9.299,9.2277,496,0,0,0,496,0,97.3205006,G
9.244.9.3682,9.244,9.3682,22,0,0,0,22,0,35.9844000,G
9.13.9.3682,9.13,9.3682,412,0,0,0,412,0,40.9142000,G
9.278.9.2303,9.278,9.2303,339,0,0,0,339,0,7.4418000,G
9.261.9.2303,9.261,9.2303,14,0,1,0,15,0,7.4418000,G
9.244.9.2303,9.244,9.2303,0,0,200,0,200,0,7.4418000,G
9.244.9.2276,9.244,9.2276,1850,0,150,0,2000,0,0.5966000,G
9.13.9.2276,9.13,9.2276,4208,0,150,0,4358,0,0.5966000,G
9.278.9.2276,9.278,9.2276,2500,0,0,0,2500,0,0.5966000,G
9.261.9.2276,9.261,9.2276,3666,0,0,0,3666,0,0.5966000,G
9.244.9.15099,9.244,9.15099,218,0,93,0,311,0,51.1506000,G
9.13.9.15099,9.13,9.15099,0,35,0,0,0,360,51.1506000,G
9.302.9.15099,9.302,9.15099,176,0,0,0,176,0,51.1506000,G
9.278.9.14963,9.278,9.14963,0,2,0,0,0,0,0.0000000,G
9.244.9.14963,9.244,9.14963,50,0,0,0,50,210,51.6530000,G
9.261.9.2266,9.261,9.2266,10440,0,860,0,11300,0,0.9836992,G
9.244.9.2266,9.244,9.2266,8394,0,750,0,9144,0,1.0384608,G
9.250.9.2266,9.250,9.2266,100,0,0,0,100,0,3.5293600,G
9.13.9.2266,9.13,9.2266,416,0,0,0,416,0,4.8670000,G
9.250.9.4467,9.250,9.4467,1,0,0,0,1,0,9.0746000,G
9.299.9.4467,9.299,9.4467,0,0,2000,0,2000,0,2.7318000,G
9.244.9.4467,9.244,9.4467,913,0,1390,0,2303,1600,9.5770000,G
9.13.9.4467,9.13,9.4467,984,0,1120,0,2104,0,9.9538000,G
9.278.9.4467,9.278,9.4467,142,0,411,0,553,0,10.1571778,G
9.13.9.2340,9.13,9.2340,2149,0,2250,0,4399,0,0.9734000,G
9.282.9.2340,9.282,9.2340,28,0,0,0,28,0,1.1304000,G
9.278.9.2340,9.278,9.2340,6,0,0,0,6,0,0.9734000,G
9.261.9.2340,9.261,9.2340,35,0,0,0,35,0,0.9106000,G
9.300.9.2340,9.300,9.2340,1,0,0,0,1,0,0.0000000,G
9.300.9.2960,9.300,9.2960,2,0,0,0,2,0,0.0000000,G
9.299.9.2960,9.299,9.2960,1249,0,22,0,1271,750,3.2673898,G
9.254.9.2960,9.254,9.2960,2,0,1,0,3,0,0.0000000,G
9.261.9.2960,9.261,9.2960,747,0,1201,0,1948,2500,3.2374970,G
9.250.9.2960,9.250,9.2960,1,0,0,0,1,0,3.1086000,G
9.244.9.2960,9.244,9.2960,503,0,819,0,1322,2000,3.2291132,G
9.13.9.2960,9.13,9.2960,183,0,1201,0,1384,0,3.2342000,G
9.7.9.2960,9.7,9.2960,2,0,0,0,2,0,2.5591000,G
9.282.9.2960,9.282,9.2960,251,0,0,0,251,0,2.6240980,G
9.278.9.2459,9.278,9.2459,67,0,0,0,67,0,5.4950000,G
9.283.9.2459,9.283,9.2459,2,0,0,0,2,0,5.4322000,G
9.261.9.2459,9.261,9.2459,3298,0,249,0,3547,0,5.6520000,G
9.250.9.2459,9.250,9.2459,10,0,0,0,10,0,4.5844000,G
9.300.9.2459,9.300,9.2459,1,0,0,0,1,0,0.0000000,G
9.299.9.2459,9.299,9.2459,604,0,0,0,604,0,5.6520000,G
9.244.9.2459,9.244,9.2459,1045,0,291,0,1336,0,5.6520000,G
9.13.9.2459,9.13,9.2459,178,0,24,0,202,300,5.6520000,G
9.299.9.13377,9.299,9.13377,24,0,35,0,59,160,74.3371136,G
9.13.9.13377,9.13,9.13377,131,0,72,0,203,0,73.7818046,G
9.244.9.5444,9.244,9.5444,0,0,0,0,0,360,133.1988000,G
9.13.9.5444,9.13,9.5444,143,0,0,0,143,0,133.4952474,G
9.278.9.5444,9.278,9.5444,81,0,4,0,85,0,135.8678000,G
9.261.9.5444,9.261,9.5444,0,0,1,0,1,135,135.8678000,G
9.281.9.5444,9.281,9.5444,3,0,0,0,3,0,3.1400000,G
9.13.9.2471,9.13,9.2471,195,0,24,0,219,0,103.1490000,G
9.261.9.3558,9.261,9.3558,606,0,450,0,1056,0,10.6760000,G
9.244.9.3558,9.244,9.3558,1612,0,0,0,1612,0,10.6760000,G
9.13.9.3558,9.13,9.3558,854,0,0,0,854,0,8.9790812,G
9.282.9.3558,9.282,9.3558,221,0,0,0,221,0,11.1220056,G
9.7.9.3562,9.7,9.3562,5,0,0,0,5,0,8.1388800,G
9.282.9.3562,9.282,9.3562,76,0,0,0,76,0,0.0314000,G
9.299.9.12743,9.299,9.12743,1601,0,0,0,1601,0,292.8673604,G
9.278.9.8792,9.278,9.8792,526,0,0,0,526,0,35.0282386,G
9.265.9.8792,9.265,9.8792,6,0,0,0,6,0,35.9582438,G
9.261.9.8792,9.261,9.8792,309,0,370,0,679,1920,35.3564000,G
9.246.9.8792,9.246,9.8792,80,0,0,0,80,0,10.6132000,G
9.299.9.8792,9.299,9.8792,724,0,56,0,780,240,35.9311142,G
9.244.9.8792,9.244,9.8792,539,0,228,0,767,1680,35.4450736,G
9.290.9.8810,9.290,9.8810,0,1,0,0,0,0,1648.5000000,G
9.261.9.8810,9.261,9.8810,11,0,3,0,14,8,1592.4285804,G
9.244.9.9357,9.244,9.9357,6,0,1,0,7,0,1473.3956706,G
9.290.9.9357,9.290,9.9357,1,0,0,0,1,0,1426.5020000,G
9.244.9.14773,9.244,9.14773,1,0,2,0,3,0,3030.1000000,G
9.261.9.14231,9.261,9.14231,10,0,0,0,10,0,8682.1000000,G
9.244.9.14231,9.244,9.14231,7,0,0,0,7,0,8682.1000000,G
9.244.9.8823,9.244,9.8823,10,0,1,0,11,6,2983.0000000,G
9.290.9.8823,9.290,9.8823,0,0,1,0,1,0,2983.0000000,G
9.261.9.8823,9.261,9.8823,1,0,3,0,4,8,2983.0000000,G
9.290.9.9007,9.290,9.9007,2,0,0,0,2,0,3290.6886000,G
9.244.9.13369,9.244,9.13369,23,0,0,0,23,100,345.9024000,G
9.13.9.12979,9.13,9.12979,2,0,0,0,2,0,1928.5880000,G
9.278.9.12979,9.278,9.12979,15,0,0,0,15,0,1918.2574000,G
9.261.9.12979,9.261,9.12979,2,0,0,0,2,0,1338.9902000,G
9.13.9.11267,9.13,9.11267,0,1,0,0,0,0,2291.1952000,G
9.261.9.11267,9.261,9.11267,3,0,0,0,3,6,2245.7280000,G
9.299.9.11267,9.299,9.11267,5,0,0,0,5,0,1877.7200000,G
9.13.9.11966,9.13,9.11966,4,0,0,0,4,0,238.9069000,G
9.261.9.11966,9.261,9.11966,9,0,0,0,9,1,221.3386000,G
9.13.9.10878,9.13,9.10878,9,0,0,0,9,0,950.5722000,G
9.300.9.15100,9.300,9.15100,8,0,0,0,8,0,0.0000000,G
9.299.9.15100,9.299,9.15100,696,0,116,0,812,0,27.8731520,G
9.254.9.15100,9.254,9.15100,4,0,0,0,4,0,0.0000000,G
9.244.9.15100,9.244,9.15100,187,0,178,0,365,0,27.8204000,G
9.13.9.15100,9.13,9.15100,51,0,5,0,56,240,27.8204000,G
9.282.9.15100,9.282,9.15100,234,0,0,0,234,0,28.2461840,G
9.278.9.7006,9.278,9.7006,6219,0,0,0,6219,0,83.3994676,G
9.244.9.12958,9.244,9.12958,143,0,0,0,143,0,61.4498000,G
9.278.9.4458,9.278,9.4458,1,0,0,0,1,0,0.0000000,G
9.261.9.4997,9.261,9.4997,1,0,0,0,1,0,8226.8000000,G
9.244.9.16702,9.244,9.16702,46,0,3,20,49,0,59.6600000,G
9.244.9.8802,9.244,9.8802,6,0,0,0,6,0,21.2264000,G
9.281.9.8351,9.281,9.8351,2,0,0,0,2,0,0.0000000,G
9.246.9.9576,9.246,9.9576,2,0,0,0,2,0,0.0000000,G
9.244.9.7076,9.244,9.7076,24,0,6,0,30,2,191.1318000,G
9.299.9.4507,9.299,9.4507,32,0,0,0,32,0,2199.0362000,G
9.299.9.11375,9.299,9.11375,26,0,0,0,26,0,14237.2370288,G
9.299.9.4764,9.299,9.4764,1,0,2,0,3,0,278.5494000,G
9.13.9.1526,9.13,9.1526,1,0,0,0,1,0,3548.8908000,G
9.299.9.11465,9.299,9.11465,4,0,0,0,4,0,44.6115500,G
9.13.9.7652,9.13,9.7652,2,0,0,0,2,0,3.1400000,G
9.299.9.11459,9.299,9.11459,1,0,0,0,1,4,15445.1576000,G
9.299.9.4536,9.299,9.4536,6,0,2,0,8,0,57.1480000,G
9.278.9.1555,9.278,9.1555,3,0,0,0,3,0,6270.7998000,G
9.299.9.14511,9.299,9.14511,10,0,2,0,12,28,5882.1907938,G
9.244.9.14510,9.244,9.14510,2,0,0,0,2,0,5383.4672000,G
9.278.9.7741,9.278,9.7741,2,0,0,0,2,0,4396.0942000,G
9.261.9.14432,9.261,9.14432,1,0,0,0,1,0,14629.2286000,G
9.299.9.14508,9.299,9.14508,17,0,0,0,17,16,5222.4480000,G
9.278.9.12224,9.278,9.12224,0,0,2,0,2,0,221.8724000,G
9.250.9.14204,9.250,9.14204,4,0,0,0,4,0,4.0820000,G
9.290.9.14685,9.290,9.14685,0,1,2,0,2,0,5436.9100000,G
9.13.9.12365,9.13,9.12365,22,0,0,0,22,0,15.0720000,G
9.244.9.14745,9.244,9.14745,8,0,0,0,8,0,3091.8638000,G
9.13.9.13595,9.13,9.13595,2,0,0,0,2,0,531.3351000,G
9.7.9.13349,9.7,9.13349,2,0,0,0,2,0,0.0000000,G
9.261.9.3562,9.261,9.3562,0,469,625,0,625,6000,9.2293392,G
9.278.9.3965,9.278,9.3965,122862,0,20,0,122882,0,10.9900000,G
9.283.9.15100,9.283,9.15100,6,0,0,0,6,0,28.9089438,G
9.261.9.15100,9.261,9.15100,810,0,66,0,876,0,27.8204000,G
9.244.9.5472,9.244,9.5472,1,0,6,2,7,100,34.8405294,G
9.13.9.5472,9.13,9.5472,118,0,17,0,135,100,34.1701708,G
9.278.9.5472,9.278,9.5472,180,0,2,0,182,0,34.3471098,G
9.261.9.5472,9.261,9.5472,0,2,2,0,2,102,34.8540000,G
9.244.9.7265,9.244,9.7265,0,798,502,0,502,190,1.5700000,G
9.302.9.14499,9.302,9.14499,2,0,0,0,2,0,4242.0929000,G
9.299.9.2333,9.299,9.2333,1740,0,100,0,1840,0,0.3796888,G
9.244.9.2333,9.244,9.2333,7933,0,2240,0,10173,1100,0.3768000,G
9.244.9.4510,9.244,9.4510,215,0,406,0,621,1700,15.1348000,G
9.13.9.4510,9.13,9.4510,0,215,1023,300,1023,300,13.8678100,G
9.261.9.4510,9.261,9.4510,2962,0,370,0,3332,1800,15.1856994,G
9.250.9.4510,9.250,9.4510,2,0,0,0,2,0,14.3498000,G
9.7.9.4510,9.7,9.4510,26,0,0,0,26,0,13.0938000,G
9.282.9.4510,9.282,9.4510,13,0,0,0,13,250,16.1927288,G
9.278.9.4510,9.278,9.4510,0,300,240,0,240,4000,14.7266000,G
9.7.9.4556,9.7,9.4556,10,0,0,0,10,0,1.6956000,G
9.290.9.4556,9.290,9.4556,60,0,0,0,60,0,0.6484100,G
9.266.9.14533,9.266,9.14533,6,0,0,0,6,0,118.5036000,G
9.265.9.14533,9.265,9.14533,3,0,0,0,3,0,144.5656000,G
9.261.9.8551,9.261,9.8551,0,15,30,0,30,67,422.1102000,G
9.244.9.12371,9.244,9.12371,10,0,0,0,10,0,2920.3570000,G
9.244.9.11954,9.244,9.11954,2,0,0,0,2,1,658.6150000,G
9.261.9.8329,9.261,9.8329,0,0,2,0,2,0,586.9916000,G
9.244.9.8352,9.244,9.8352,7,0,0,0,7,0,594.7788000,G
9.265.9.8352,9.265,9.8352,1,0,0,0,1,0,577.4460000,G
9.300.9.16696,9.300,9.16696,1,0,0,0,1,0,0.0000000,G
9.290.9.7331,9.290,9.7331,2,0,0,0,2,0,5874.9400000,G
9.278.9.12513,9.278,9.12513,32,0,1,0,33,48,3943.8400000,G
9.244.9.12509,9.244,9.12509,4,0,0,0,4,0,2508.8600000,G
9.278.9.11229,9.278,9.11229,4,0,0,0,4,0,47.8850000,G
9.282.9.16824,9.282,9.16824,0,6,2,0,2,12,6132.4200000,G
9.244.9.12418,9.244,9.12418,27,0,0,0,27,0,14.1300000,G
9.261.9.12569,9.261,9.12569,5,0,0,0,5,0,2692.4558000,G
9.244.9.14743,9.244,9.14743,5,0,0,0,5,0,2471.2114000,G
9.13.9.12675,9.13,9.12675,2,0,0,0,2,0,62.2976000,G
9.240.9.5747,9.240,9.5747,0,0,0,0,0,2,2449.2000000,G
9.13.9.12674,9.13,9.12674,40,0,0,0,40,0,64.4328000,G
9.244.9.13043,9.244,9.13043,9,0,2,0,11,0,309.0388000,G
9.278.9.2080,9.278,9.2080,5,0,0,0,5,0,570.2554000,G
9.13.9.2080,9.13,9.2080,5,0,0,0,5,0,559.1712000,G
9.244.9.13728,9.244,9.13728,0,20,0,0,0,30,37.3974000,G
9.244.9.11520,9.244,9.11520,24,0,0,0,24,0,0.0000000,G
9.282.9.11232,9.282,9.11232,11,0,0,0,11,0,0.0285426,G
9.299.9.14374,9.299,9.14374,92,0,0,0,92,0,4838.7400000,G
9.250.9.11220,9.250,9.11220,1,0,0,0,1,0,98.9100000,G
9.13.9.12822,9.13,9.12822,1760,0,1731,0,3491,0,106.7600000,G
9.266.9.13706,9.266,9.13706,7,0,0,0,7,0,293.8098000,G
9.250.9.16660,9.250,9.16660,1,0,0,0,1,0,0.0000000,G
9.244.9.15089,9.244,9.15089,43,0,0,0,43,0,167.6760000,G
9.245.9.12859,9.245,9.12859,1,0,0,0,1,0,350.1728000,G
9.254.9.4466,9.254,9.4466,0,1,0,0,0,0,0.0000000,G
9.282.9.2263,9.282,9.2263,1,0,0,0,1,0,29.1392000,G
9.244.9.2261,9.244,9.2261,1600,0,400,0,2000,0,0.4937964,G
9.13.9.7723,9.13,9.7723,0,3,0,0,0,3,130.7182000,G
9.283.9.15102,9.283,9.15102,4,0,0,0,4,0,19.0205500,G
9.261.9.13360,9.261,9.13360,18,0,0,0,18,6,8980.4000000,G
9.13.9.14360,9.13,9.14360,2,0,0,0,2,0,1193.2000000,G
9.13.9.13396,9.13,9.13396,6,0,0,0,6,0,4286.1000000,G
9.1.9.12962,9.1,9.12962,0,0,0,0,0,150,10773.6540000,G
9.290.9.17053,9.290,9.17053,0,4,4,0,4,0,9655.5000000,G
9.261.9.12206,9.261,9.12206,27,0,0,0,27,0,108.3300000,G
9.250.9.12219,9.250,9.12219,1,0,0,0,1,0,87.5118000,G
9.261.9.9558,9.261,9.9558,14,0,3,0,17,0,64.3700000,G
9.13.9.12223,9.13,9.12223,32,0,0,0,32,0,70.1633000,G
9.265.9.16704,9.265,9.16704,2,0,0,0,2,0,167.3620000,G
9.261.9.14642,9.261,9.14642,4,0,0,0,4,4,221.3386000,G
9.244.9.11968,9.244,9.11968,6,0,0,0,6,12,301.2202000,G
9.13.9.10873,9.13,9.10873,0,0,1,0,1,0,261.0910000,G
9.282.9.11409,9.282,9.11409,3,0,0,0,3,0,757.1063438,G
9.282.9.10164,9.282,9.10164,20,0,0,0,20,0,10893.1812400,G
9.244.9.13017,9.244,9.13017,4,0,0,0,4,15,366.2496000,G
9.244.9.9435,9.244,9.9435,1,0,0,0,1,0,28.2286000,G
9.244.9.8870,9.244,9.8870,0,0,0,0,0,100,10.3632560,G
9.278.9.8920,9.278,9.8920,62,0,0,0,62,0,7.7872000,G
9.244.9.8965,9.244,9.8965,39,0,0,0,39,0,68.7692342,G
9.278.9.8277,9.278,9.8277,1050,0,0,0,1050,0,9.8565228,G
9.13.9.8466,9.13,9.8466,16,0,0,0,16,0,812.9342250,G
9.281.9.11215,9.281,9.11215,8,0,0,0,8,0,0.0000000,G
9.300.9.11217,9.300,9.11217,2,0,2,0,4,0,0.0000000,G
9.13.9.6776,9.13,9.6776,3,0,1,0,4,4,1786.9818500,G
9.13.9.12511,9.13,9.12511,0,1,3,0,3,86,2961.0200000,G
9.261.9.16822,9.261,9.16822,8,0,0,0,8,0,5718.1284000,G
9.278.9.7286,9.278,9.7286,0,113,0,0,0,96,4916.7376000,G
9.278.9.14709,9.278,9.14709,202,0,0,0,202,0,218.8660698,G
9.299.9.14376,9.299,9.14376,0,4,0,0,0,60,5196.7000000,G
9.282.9.13666,9.282,9.13666,16,0,0,0,16,0,6073.4370782,G
9.282.9.13713,9.282,9.13713,13,0,1,0,14,0,452.1600000,G
9.13.9.14375,9.13,9.14375,4,0,13,0,17,0,5030.2800000,G
9.290.9.13668,9.290,9.13668,1,0,0,0,1,0,11026.2042000,G
9.266.9.13578,9.266,9.13578,9,0,0,0,9,0,416.9292000,G
9.278.9.12186,9.278,9.12186,0,0,3,0,3,0,4967.8568000,G
9.299.9.8793,9.299,9.8793,2969,0,0,0,2969,0,48.8889836,G
9.281.9.13042,9.281,9.13042,1,0,0,0,1,0,0.0000000,G
9.13.9.14678,9.13,9.14678,1142,0,0,0,1142,0,326.2828322,G
9.13.9.12532,9.13,9.12532,0,1,0,0,0,1,1353.3086000,G
9.299.9.5471,9.299,9.5471,941,0,18,0,959,0,29.3904000,G
9.244.9.5505,9.244,9.5505,133,0,2,0,135,0,25.0886000,G
9.13.9.12731,9.13,9.12731,303,0,198,0,501,0,157.0000000,G
9.13.9.5492,9.13,9.5492,18,0,8,0,26,0,48.6700000,G
9.261.9.9569,9.261,9.9569,0,0,0,0,0,4,8760.6000000,G
9.261.9.8873,9.261,9.8873,146,0,0,0,146,0,4945.5000000,G
9.290.9.13358,9.290,9.13358,0,0,1,0,1,0,13188.0000000,G
9.290.9.8808,9.290,9.8808,0,1,0,0,0,0,3862.2000000,G
9.261.9.8808,9.261,9.8808,3,0,4,0,7,4,3727.6285804,G
9.244.9.9400,9.244,9.9400,5,0,0,0,5,0,690.6806800,G
9.290.9.8975,9.290,9.8975,1,0,0,0,1,0,1868.3000000,G
9.261.9.8975,9.261,9.8975,16,0,4,0,20,0,1868.3000000,G
9.261.9.11921,9.261,9.11921,39,0,0,0,39,0,176.4052000,G
9.244.9.11921,9.244,9.11921,19,0,0,0,19,0,176.4052000,G
9.244.9.11965,9.244,9.11965,2,0,0,0,2,8,274.5930000,G
9.244.9.12001,9.244,9.12001,2,0,3,0,5,6,374.4450000,G
9.261.9.14070,9.261,9.14070,6,0,0,0,6,0,176.4052000,G
9.244.9.11967,9.244,9.11967,0,0,6,0,6,9,301.2202000,G
9.282.9.1869,9.282,9.1869,5,0,0,0,5,0,3534.3840000,G
9.278.9.1869,9.278,9.1869,57,0,9,0,66,0,3540.8581148,G
9.261.9.1869,9.261,9.1869,1,0,0,0,1,0,3534.3840000,G
9.299.9.1869,9.299,9.1869,12,0,0,0,12,0,3534.3840000,G
9.244.9.1869,9.244,9.1869,3,0,0,0,3,0,3534.3840000,G
9.13.9.14755,9.13,9.14755,8,0,1,0,9,0,760.8848000,G
9.261.9.11401,9.261,9.11401,15,0,0,0,15,0,3136.8600000,G
9.261.9.1957,9.261,9.1957,2,0,0,0,2,0,640.5600000,G
9.299.9.16699,9.299,9.16699,14,0,0,0,14,0,91.1654098,G
9.244.9.4462,9.244,9.4462,1,0,0,0,1,0,1208.4918000,G
9.278.9.8344,9.278,9.8344,2,0,0,0,2,0,3.1400000,G
9.261.9.7325,9.261,9.7325,3,0,4,0,7,0,4638.4752902,G
9.13.9.6625,9.13,9.6625,2,0,1,0,3,14,6384.8760000,G
9.282.9.6218,9.282,9.6218,4,0,0,0,4,0,6417.2808000,G
9.250.9.5769,9.250,9.5769,4,0,0,0,4,0,0.0000000,G
9.299.9.11471,9.299,9.11471,3,0,0,0,3,0,11246.2972562,G
9.299.9.7675,9.299,9.7675,22,0,1,0,23,14,4273.5454636,G
9.278.9.1519,9.278,9.1519,10,0,0,0,10,0,4834.9406000,G
9.244.9.1530,9.244,9.1530,1,0,0,0,1,0,4612.2832000,G
9.244.9.1652,9.244,9.1652,2,0,0,0,2,0,3475.4148000,G
9.13.9.1515,9.13,9.1515,3,0,0,0,3,0,2982.6860000,G
9.261.9.1535,9.261,9.1535,2,0,0,0,2,0,4736.9726000,G
9.13.9.10862,9.13,9.10862,0,1,0,0,0,14,4459.4280000,G
9.261.9.13621,9.261,9.13621,1,0,0,0,1,0,539.2636000,G
9.299.9.4535,9.299,9.4535,0,2,0,0,0,3,0.0000000,G
9.244.9.4776,9.244,9.4776,2,0,0,0,2,0,4600.6338000,G
9.278.9.12220,9.278,9.12220,0,0,2,0,2,0,81.7342000,G
9.261.9.12203,9.261,9.12203,6,0,0,0,6,0,175.2015438,G
9.13.9.12221,9.13,9.12221,12,0,0,0,12,0,84.7800000,G
9.244.9.12856,9.244,9.12856,1,0,0,0,1,0,58.8750000,G
9.244.9.14744,9.244,9.14744,2,0,0,0,2,0,2692.4558000,G
9.244.9.12363,9.244,9.12363,9,0,0,0,9,0,671.2378000,G
9.278.9.6175,9.278,9.6175,62,0,0,0,62,0,880.7938012,G
9.13.9.12617,9.13,9.12617,21,0,3,0,24,0,317.5168000,G
9.299.9.12549,9.299,9.12549,46,0,0,0,46,0,14111.1108590,G
9.299.9.9556,9.299,9.9556,149,0,3,0,152,0,89.0506198,G
9.244.9.6453,9.244,9.6453,3,0,0,0,3,0,2988.2124000,G
9.281.9.14063,9.281,9.14063,1,0,0,0,1,0,3.1400000,G
9.13.9.17155,9.13,9.17155,22,0,0,0,22,0,3.1400000,G
9.250.9.14630,9.250,9.14630,1,0,0,0,1,0,0.0000000,G
9.266.9.14633,9.266,9.14633,2,0,0,0,2,0,0.0000000,G
9.266.9.14634,9.266,9.14634,4,0,0,0,4,0,243.1616000,G
9.281.9.12973,9.281,9.12973,1,0,0,0,1,0,3.1400000,G
9.13.9.4498,9.13,9.4498,8,0,4,0,12,0,4.3960000,G
9.261.9.8822,9.261,9.8822,0,1,1,0,1,0,3548.2000000,G
9.261.9.14772,9.261,9.14772,5,0,1,0,6,0,2935.9000000,G
9.265.9.11842,9.265,9.11842,2,0,0,0,2,0,3595.3000000,G
9.244.9.12634,9.244,9.12634,16,0,0,0,16,0,144.4400000,G
9.244.9.14355,9.244,9.14355,14,0,0,0,14,0,1136.1462000,G
9.278.9.13828,9.278,9.13828,12,0,0,0,12,0,1693.3078000,G
9.299.9.13374,9.299,9.13374,0,0,0,0,0,20,145.3945600,G
9.299.9.13785,9.299,9.13785,1,0,2,0,3,0,5458.4922562,G
9.244.9.12985,9.244,9.12985,1,0,0,0,1,0,1927.0180000,G
9.299.9.13395,9.299,9.13395,0,1,0,0,0,0,2330.4766000,G
9.13.9.12227,9.13,9.12227,13,0,0,0,13,0,84.7800000,G
9.261.9.8260,9.261,9.8260,7,0,37,0,44,49,511.7258000,G
9.261.9.11953,9.261,9.11953,6,0,1,0,7,1,628.8164000,G
9.244.9.9412,9.244,9.9412,7,0,0,0,7,0,1822.6264706,G
9.244.9.9404,9.244,9.9404,2,0,0,0,2,0,1788.6696000,G
9.261.9.9404,9.261,9.9404,1,0,0,0,1,0,1788.6696000,G
9.244.9.8320,9.244,9.8320,0,4,0,0,0,6,600.1482000,G
9.261.9.9011,9.261,9.9011,0,0,2,0,2,5,1234.4596000,G
9.261.9.8454,9.261,9.8454,6,0,0,0,6,16,293.4958000,G
